tweet_id	text	label
295734589756960770	@DUSTIN_RHODES1 glad to see you back bro. But your brother is an ass for eliminating you. Shoulda been other way around	not_relevant
295875423965954048	hayley you stupid girl, poor Nathan :( poor Lucas, but yaay for jake coming back and brooke and felix aww but poor Keith #onetreehill	not_relevant
296153167878561792	I'm at Pool Side At Peppers On Blue http://t.co/LGTTfecI	not_relevant
295522351565643778	Sneezing fit again /sobs GO AWAY	not_relevant
297378826948866049	I think I only go out these days bc I like to eat when I'm drink lmao fuck	not_relevant
297222521072259072	Yr 12s and new students @ cheering practice! #GPS2013 http://t.co/8Ds8JACw	not_relevant
295864615231975426	@nathangielis haha cool, I got a RB season going to, hate having to block on passing plays :)	not_relevant
295586674447093761	Finally home again, can't wait to jump into my bed	not_relevant
295678196593078272	@inowinantea @mrschanbne it's really windy here. @bonalbomarg is keeping an eye on it for him	not_relevant
296072403363188736	Defence force to add muscle to flood fight: JULIA Gillard has guaranteed that Queensland will have defence backu... http://t.co/ANGCaVJS	not_relevant
295713487525662720	@PerezHilton how OLD are you? Making fun of an icon - not cool.	not_relevant
296940485291958273	@Jessie_Ware gah I can't afford to go to laneway...love to buy you a drink or meet you that your in Brisbane!?!?	not_relevant
297239952943611905	On way to the @brisbaneroar game!!!! http://t.co/03rXg5kB	not_relevant
295503738049814528	Wow Murray! In so much pain and yet still bringing so much fight to the world number one! #HatGoesOff #AusOpen #Tennis	not_relevant
296785376314531840	@mg91 that's happened quite a few times this season. Can't think twice about it when we play Real.	not_relevant
296415744546185216	@Telstra hey team! I think there's a problem with your data reporting systems I tried to explain to call centre but language barrier...	not_relevant
295691942761734145	Mocha is quite pricy (@ Buzz Bistro) http://t.co/YXWMv4pH	not_relevant
295936281958039552	Burlesque Classes - The Gold Coast Surfers Paradise http://t.co/Ft6xhL9o	not_relevant
297214475407331328	@SUMOsharon Haha but that sounds pretty decent! So many days off? I have a new number, I'll send it thru inbox here and then sms mee x :)	not_relevant
295534254367064065	I hope tomorrow will be better.	not_relevant
295822946574925826	Where are all the booty calls at?	not_relevant
295792910513881088	Me? I'm drinking a pert mix of Shiraz and Viognier, IN THE MIDDLE OF A FUCKING JUNGLE, next to the Barrier Reef. Hic. http://t.co/XVZMZ8xW	not_relevant
296515233361563648	@Mikal1988 bus friends are not real friends, only friends cause its convenient	not_relevant
295888974197694464	Vintage surfboard. Ride it or hang it. $100.00 http://t.co/6Iq5X2K2	not_relevant
295439465994924032	Yep thanks for the non effective thought  just roll up roll round Rotation is required apparently hmm any surf music	not_relevant
296564520975998976	@baseop so, normal tweet with #MKR on the end?	not_relevant
296518235484983296	When given the choice between being right and being kind, choose kind. Dr. Wayne Dyer	not_relevant
297255994889760768	Two trains in a row though, seriously. In rush hour. That is idiocy.	not_relevant
297470485078372352	2am night watching the first season of 'Girls' &gt;&gt;&gt;&gt; favourite new show!	not_relevant
296057706631012353	I like you, but you ruin everything. Like my happy moods.	not_relevant
296069791565881344	@REDRUMcunt: Are you fucking serious? http://t.co/HuKvwsRY KILL ME NOW PLEASE	not_relevant
297277006171746304	I need to do my re-growth wow	not_relevant
295417999106658304	Kedron Brook in full force. http://t.co/VTyDzBMs	not_relevant
295372336864043008	This is clearly fake. Why are Ch7 &amp; @612brisbane RT'ing??? @Andrealeighstew: @7NewsBrisbane just taken off Gold Coast http://t.co/pUwyTo9I	not_relevant
295367190461435904	@bottcider_ haha awww ~ yeah we're just staying home :(	not_relevant
296706587727392769	Morning LEAGUSnation!  Quote: Talk is cheap, actions speak louder then words!  Good day to all ;)   #LEAGUS  #follow	not_relevant
295356939599233024	@ZereFree: Sorry to spoil the mood.... but have a read, O/As/A level students 2012   http://t.co/BGBomXCW oh.. I though results out	not_relevant
297162655968423936	@thatjohn I could try (passing wind) and outputting glitter if that helps!	not_relevant
296141089432276992	Project 'make it to my boys 100 nights' now in motion!!! @Rokocoko89  @ all for you G! http://t.co/uJiPdk0e	not_relevant
295476756767469568	The climatic conditions are not conducive to good reception. Sigh. #BigWet #AustralianOpen	not_relevant
295455571262459905	@reetzmcgee so, if that is down, then the network that relies on it will go down. #chaos	not_relevant
295328727439646720	@jezabel_lemieux I'm not at home, I'm at Perigian. I think I'm still drunk :(	not_relevant
297372409906987008	Oh my goodness how good would pizza would be	not_relevant
296798572375064576	Monty's Chocolate on Edward St - Chocolate toasting platter, swiss hot chocolate, mocha @ Monty's Chocolates http://t.co/Ddh0e3nS	not_relevant
295347803608190976	@1992w36 she get heaps of fan mail have u got a reply yet	not_relevant
296458726423011328	Baby Girl - Great Condition Clothing - Bulk Buy! $20.00 Pick-up from Oxenford, Oxenford http://t.co/zRRnFseF	not_relevant
295993402296774656	First day of school today	not_relevant
295913659522232321	3 months, i can do this.	not_relevant
295333755076354048	@angryaussie nah screw that. You dont have to be a musician to know dubstep is pants.	not_relevant
296724477549625346	Round Table and 4 chairs $50.00 Ormeau http://t.co/VH3Kln6L	not_relevant
295365514572754944	@Team_LiLy apparently tornado hit thru mooloolaba few mins ago.. This is my third time he's sooo good...	not_relevant
296943589915754496	@CarBuyerUK I think I preferred the old styling to be honest, the new one is a bit bland!	not_relevant
295521790762029056	@GeordieFelesina You do realise private islands are worth a shit tonne.	not_relevant
295742515036950528	@wabestbeef I think you've been hacked	not_relevant
296089198610481153	@BIGnosestu He's 20 years old...why not...78 in a 60 isn't a hanging offence...	not_relevant
297283833185832960	Mmmm, Mel's looking good least	not_relevant
295453066390556672	@GlamAphonicLexi the Internet already judges me.	not_relevant
296457673036152832	@Shannon_Clare @neilcagejunkies correct needs to say INTERNET	not_relevant
295415375473041408	@sinleeloh that's cool. How'd you get that?	not_relevant
296158307440279552	@Welshyxo @lollipopchurros have to do legal and speech :/	not_relevant
296945939862654976	Gucci like black handbag $35.00 Surfers Paradise http://t.co/WcWmYyo7	not_relevant
295514903190577152	@ParisHilton how many phones do blackberry supply you with Paris ?? I'm sure they won't mind too much !!! Like you can have what you want !	not_relevant
295496322008637441	@ShutupndLoveMe_ @WAT_Is_Perfect @AlishaMelville thanks for the follow babes	not_relevant
295497915294683136	@xdiddiox the worst part is she, like a lot of feminists, doesn't want equality, she wants to be first. It won't ever work that way.	not_relevant
297174356432412674	@lindapham09 Pork roll + spinach &amp; feta triangle + surprise tea with jelly... Big breakfast Bahahahahahahaha so full now	not_relevant
296816204591529984	@psy_oppa YOU are the Number One PSY OPPA!!!	not_relevant
297095232758087680	Long day at school... Only been three days and already getting homework, oh well school is nearly over until I finish! :) one more year!	not_relevant
296629672807116801	@hamizaaah I'll just leave you WONDER around till I STRUCK you with things other than food. *still trying to hint*	not_relevant
296147989930586112	OMG except he's weird as fuck	not_relevant
295453094148460544	um okay seeing posts like real fans won't judge Mikey until they know what really happened. and uM WELL	not_relevant
295461839033229312	@anmjoven ah yes that's awful I think I read that in the news	not_relevant
296098440352514049	@woolnoir. No ETA. Could be anything between 1 h to 2-3 days. Apparently #Ferny is not on the top priority list of Brisbane city council.	not_relevant
296003195262627840	I'm on a #Cleveland line heading the city. #bigwet left manly at 7.15.	not_relevant
296370219381841920	@Little_Jessie92 far out that's so bad. If it hurts so bad you shouldn't go to work. You don't want to make it worse!	not_relevant
295478496631869440	@PuddStrikesBack cant you two do that under a blanket or something? What would kochie think!?	not_relevant
296212132763152384	@katiehardiex it keeps it sealed. Your meant to take it off. X	not_relevant
296741766919507968	She don't put it down like me ;)	not_relevant
296432832891482112	@ILuvCandyCane Real man cry too :'( Baby you can lay your burden upon my bosom any day sweetheart!	not_relevant
296446654851215361	@mylifeaslisha why can't you go?	not_relevant
296731740356108289	@_Paddy_White_ I wish I could see what sort of guys I'm pulling with my fake Grindr profiles though haha	not_relevant
296905016948690944	@LittleMixOffic you make me emotionally unstable. I live you too much ;')	not_relevant
295761891119202305	@RelateBandPosts 'stand up fucking tall, don't let them see your back'	not_relevant
297306722622652416	@Tjinimin TPG. Ours has been shoddy for weeks, now its just unusable.	not_relevant
297325612157259779	@kissability you're a war hero	not_relevant
296590314381131777	@GigaRussian @pressdarling @RehdersCorner Gives away free shit, so I guess so	not_relevant
295827662214156289	@DocTwon yes I was wanting next weekend to be a long weekend now. It's only fair.	not_relevant
295872222868951041	@FORTAFY  Can't wait for u too come back again for FAMOUS this place is boring without ya!! Hahaha   http://t.co/ZwfSKLgS	not_relevant
297282005970857984	Someone name me a good film to download pleaseeee	not_relevant
296891113703346176	@mightystickbug WHOA. When I said bad news - theres a line. This is in the horrible news territory.	not_relevant
296532976496410624	@So_Pixelated will you be back from t bar in town???	not_relevant
296719619715108864	Shit, that would've been some goal by Welbeck	not_relevant
295845292220231681	@Caarlax haha I like you're freckles! Nah I don't think we will get flooded but we will probs get hit with high winds! #bringit #windsurfing	not_relevant
297172348350640128	Child support Charlie evil woman !!! Nasty and vindictive have no morality	not_relevant
297216516691214336	#HappyBirthdayHarry love you loads and ur not old xxx @harry_styles	not_relevant
296202426430672896	haha my cousin lol he cracks me up   long time bt grown now :-)	not_relevant
296584594306772992	I try not to hate people... But seriously it's like some people just ask for it.	not_relevant
295476372795715585	@essemmeff def, I slow roasted two legs of lamb hickory smoked too for about 5 hours	not_relevant
296224417762115585	@JessieJ fruit loops hehe hi would I please be able to get a follow it would be absolutely amazing if I did it'll probs wake me up but IDC	not_relevant
296982366247845888	@LittleBirdie87 it's bend and snap! Snjez. Works every time! #favouritemovieever	not_relevant
296414863431966720	@PurdysChocolate I've tried them &amp; can thoroughly recommend them. Do you still do Orange Melties as well?	not_relevant
296603448655372288	@1stanwalker can you please just follow me ? It would be much appreciated  thank you and love you	not_relevant
296396468217061377	#MyLifeIn5Words hi there, shall we fuck?	not_relevant
296503850586738688	Creek Max Line Hight Mitchilton http://t.co/MHI0aN9z	not_relevant
296220757548212224	@FaintOfMatts @mmf006 @jgrb He had a 'message'. Fuck that. Give me anti-everything. Give me Pretty Vacant. Any day.	not_relevant
296394814637879297	@kristingee92 u should make vegetable soup. With not too many vegetables. Pretty much is like just eating water. Getting your nutrients	not_relevant
296927058188189697	@allisimpson can you please just follow me ? It would be much appreciated  thank you and love you	not_relevant
296835653545639936	Apple, what have you done for us lately? http://t.co/4kVy1Y9S	not_relevant
295412687989526529	@tdlluvpit @KenWahl1 @Mark__Harmon @NewsTalk4BC @dciphoenix kitchen cabinets, mattresses sit nicely on benches covering us! Alls good Tez xx	not_relevant
297248967794753536	@ynb2210 don't they SUP on the Brisbane River? Heading to Django now FINALLY!	not_relevant
297366212420190209	Yup, just pulled the blankets off the bed...I'll catch you guys in the morning	not_relevant
295734122972864514	Eeek the rive is up a bit!! (with Tina at Eleanor Schonell Bridge) [pic]  http://t.co/5Rrb7fgx	not_relevant
296560618385842176	@ijustine how long is your flight!	not_relevant
296929798880645121	Start tomoz #laneway festival in our Laneway. Specials 10am-12pm inc #food, #beer, #wine &amp; all carafes! (@ Brew) http://t.co/760NAqHh	not_relevant
296167619176833024	@Daevi Hey Hi Hello, how are you?	not_relevant
295367068944044032	People sharing the dog videos need mental health checks. Lol	not_relevant
297375540384509953	@JuliaBabes you know what chocolate I'm talking about though right?	not_relevant
295436702686781440	Best day for a movie day with the mummy bear!	not_relevant
296251743774334977	@haych_enn nah still in this boring country haha leaving early tomorrow morning :D	not_relevant
296593031241555968	Wow a nice sip of water after a 2hr phone call.	not_relevant
297196059044741122	@NiallOfficial did you miss my spam tweets?	not_relevant
296824900793036800	Beer o'clock (@ The Surf Club) [pic]: http://t.co/Kcn4o7Ev	not_relevant
296176367534497792	@viviennguyen_ they LOOK tall amd big though. unlike you, you adorable baby :3	not_relevant
296595752652775424	@TRiRawrR no cunt wait till Friday or sat LOL	not_relevant
296983181905764353	Professional seeks town house to share. $230.00 Tugun http://t.co/whgnz8Xh	not_relevant
295998971950796801	...and the longer than usual morning commute commences  @ Windsor http://t.co/8p8AurYK	not_relevant
297296211470327808	Almost crashed the car when @smallzy announced #TheBritAwardsComp - close to tears	not_relevant
295509669013749760	Jesus! Three strong beers and I'm anyone's! #thanksabunchhepatitisA #notexactlywhatthedoctorordered	not_relevant
296946489228398592	Unless you're trying to get drunk as fuck	not_relevant
295689254317727744	Balcony's completely destroyed, and 4 holes in our roof. This is a sucky public holiday day :(	not_relevant
295393066532106241	THERE'S GONNA BE A MOTHER FUCKIN TORNADO! AHHHHHHHHHHHHHHHH	not_relevant
296158329942708224	At Brisbane City after class (at South Bank) [pic]  http://t.co/vRPluUCS	not_relevant
295415670395527168	The Scottish girl says I remind her of Eddie Murphy.... #what?	not_relevant
295722117834625026	@RowdyBec I just saw ur tweet....liked it then all of sudden heard ur voice on tv!! It was a clip of u being interviewed for the Project!!!	not_relevant
295866444699283458	@Caarlax yasss what date in may? #imoutforit aww did you! I miss the takeaways back home! Foods all healthy over here haha! Geezzz greazeeee	not_relevant
296887294139449344	Nothing to see here, folks.  Drinking a Kirin Draft Beer by @Kirin_Brewery @ Harajuku Gyoza   http://t.co/nOwUsSTa	not_relevant
295367453515587584	But I'm being paid to stand here doing nothing so I can't complain	not_relevant
296198365044166657	@andrew_urry and I'll bet you had it all on track when you were my age.	not_relevant
296029667775881216	@NewsTalk4BC: Bruce Hwy is still CLOSED at Gympie, Traveston &amp; between Maryborough and Gympie, will be for the next day or so. Bummer.	not_relevant
297491408741363712	@Can_do_Campbell @kosmikray @qlder @guruatlarge I can understand yr pain comrade. Socialism is dead! Yr comrades spent the lot. #qld	not_relevant
296183610761949184	@BrooksBeau Keeks!! My favourite thing about you boys!!	not_relevant
295520344926728192	True. If u r globalising why would you need a car? RT @LaTrioli: Whose stupid idea was those Kia ads?	not_relevant
295864450311913472	bit of one tree hill before bed and then work tomorrow	not_relevant
296700848254353409	@nick_ky23 @superfooty exactly the same as what I thought it was too. sad of its true though	not_relevant
296210001586974720	@Jamesking1223 You don't even know what a write off is http://t.co/T4Z8cuVu	not_relevant
295322901165527040	fun in the sun#fundaywithdad  @ The Strand http://t.co/svytb5Bf	not_relevant
296556661450092544	@Samantha_jade should give them a call, I know baby cakes!! x	not_relevant
296514334778093569	Sneak peek at the beautiful gowns for tomorrow shoot - different colours, different fabrics..al @ The Cliffe http://t.co/PiLCIden	not_relevant
295342848893669376	@Elliejayneee I know! Can't wait to get to Whitsunday's so that I can get back on with the tan lines. Staying in motel in Bundaberg.	not_relevant
295491623226314753	@amelia22596 in like 15 hours or something I think	not_relevant
296600812749201408	Everything is backwards here #lettersarenotnumbers #brisbane #australia  @ Meriton Serviced Apartments http://t.co/E7MKI4in	not_relevant
295507609283330048	@donalbuckley  Our east coast has turned nasty too, 80klm+ winds and 5+m swells. All gold coast beaches closed. Valley Pool swim the go.	not_relevant
295883653324627968	@Sandra_Sully Please explain that tweet sent from @TenLateNews &amp; why it was deleted. Plain dumb &amp; a reflection on our insipid MSM. #auspol	not_relevant
295517751320133634	Best people you will ever meet. http://t.co/NWPvduPv	not_relevant
295814950784475136	Remember when Harry tweeted Hello Wild Cats and we all believed in the High School Musical theory	not_relevant
297168124833312768	Back again (@ Broncos Leagues Club) http://t.co/DIg6LQVG	not_relevant
295820951168356352	@nicodonnell well done Nic. It has been exciting following your adventures.	not_relevant
296085359375314944	Had to take the long way around but I made it (@ West Moreton College) http://t.co/V0awmv2r	not_relevant
295994597350445056	Be humble, gentle, and patient. Show your love by being tolerant with one another. Ephesians 4:2	not_relevant
295491069561409536	@KiwiGirl1D thanks for the follow babes	not_relevant
296537077389078528	@kieranmcconnel fuck that I saw a frog today and I shit myself. And yesterday I had an encounter with a white tail, Killed the bastard.	not_relevant
295401346247557120	Stepdad's workplace. Must say, first time here.  #TNT #Express #Work #DrivingAround @ Tnt Depot http://t.co/UzmD9smu	not_relevant
295353790947807232	I'm at King Of Knives (Indooroopilly, QLD) http://t.co/J0E7bTLj	not_relevant
295345559823343616	@Waybropictures MIKEY PICTURE KISSING GIRL NOT ALICIA ME SOBBING ON THE FLOOR IF NOT OLD	not_relevant
296506423439941632	@PriyaReedus I could use some Starbucks too. Low on sleep :/	not_relevant
296225988214398976	Who wants to come to bed with me	not_relevant
296763251524501505	@Joan_Rivers Joan!! Naughty!! Thanks for one helluva laugh!!	not_relevant
297105860520468480	This Pain hurts soo Much,and it's just too real,But I know I'm doing it for the right reason I'm doing it 4 u	not_relevant
296804693928198144	@thehelenha all the money I make goes to my mum. If I don't make alot then I feel like I'm letting her down..	not_relevant
296879967621496832	#pumped for bowling 2morrow at REV. Bring a newbie &amp; it's only $5! BOOM @ REVOLUTION http://t.co/ClC9g1Rg	not_relevant
296719442593845249	Solid Timber Queen Bedroom Setting VGC $395.00 Broadbeach Waters http://t.co/oNhQFzUt	not_relevant
295690961391058944	Is the #Toowoomba range open	not_relevant
296569346480803840	@tdlluvpit thats good outlook! Have been trying to have that frame of mind all day!I'm exhausted all this &amp; my sons birthday went #Hogbreath	not_relevant
296066022891470848	Finally should be getting my car back today  :-)	not_relevant
295341038237790210	@farrahwrites A staple until you get a mini screwdriver. ;)	not_relevant
297227740036345856	I'm at Fleet Street w/ @mvoronina http://t.co/nGlabKbA	not_relevant
295780345293455360	@OzLovatic @jesus :c I wanna die. Oh Jesus please save me	not_relevant
297235263812427777	@jeramax well I'm here till 9	not_relevant
295797115769204737	@jesicazurc06 @itsellacruz sa ganda ng gabi po ba yan ate? Haha! Kilig Much?	not_relevant
295580454390726657	WOW GUYS I KNOW YOU WANT TO KNOW WHAT REALLY HAPPENED AND I DO TOO BUT JUST REMEMBER THAT THEY'RE NOT OBLIGATED TO TELL US	not_relevant
296057782099132418	Just cos people are famous doeant make them perfect they make mistakes too..stop making excuses for them. They are human just like you	not_relevant
296882945342459904	@BAPYONGGUK_ISM but the schnuffel bunny is the cutest haha	not_relevant
296980389396893698	@aJanuarisya What can i say, i've always been good at getting peoples pants off lololol	not_relevant
295456786440413184	@DBreban: McLachlan talks in cliches and is a sleaze. Go away! rt agree!!	not_relevant
295668193723297792	@StaceyCanSpell it would have to be better than nothing i guess?	not_relevant
296121334407233536	After work, back to whyrls, check animals again. Home. Clean. Make dinner. Fall over.	not_relevant
296134107283476480	Can't wait to get home. Walk the dog n play video games	not_relevant
296613359028154369	@Abashima You know how you suggested to blog my story? Should I scan it &amp; post it raw? (I also prolly wont feel like typing it all out lol)	not_relevant
296966513485828096	@Purpletiger79 Naww sounds like you need a rest!	not_relevant
295532950618001408	Justin True Beliebers Love You Dressed r u dumb or?	not_relevant
296613842824351745	@AyoCarmelo_ guess that makes me a Ho !	not_relevant
295387372881854464	@StalkingReedus @wwwbigbaldhead @fxtvau Cute Australian Animals Make Him Look Good! ;)	not_relevant
296435605045383168	@bargearsehanson good stuff I think I will saving my money for Sat though. Although sr 4 no.5 greek island is a good e/w bet	not_relevant
296615874108981248	@JillHallMP Good luck to the pre-selected ALP candidate. My wife and I know what to do. ;-)	not_relevant
296952164193021953	Sometimes I forget I have children. Ah, yes. But ssshhhh! MT @GrantaMag: Jennifer Egan on why she writes http://t.co/7QUbT32p @Salon	not_relevant
295874037874315264	Hey Liam! Hoping you will follow me if you get the time thank you very much  xxx@Real_Liam_Payne	not_relevant
297282597963317248	Birthday drinks for the birthday girl meeks_85  @ Pickled Cactus http://t.co/isGPvba0	not_relevant
296445923444285444	@RehdersCorner Alex put us on the door. Yew!	not_relevant
295812136960143360	Tracy Grimshaw looks gnarly in the worst possible way #televisiontroll	not_relevant
295712128936067072	@bakingforbrad we be there in about 15 minutes :)	not_relevant
296871401456025601	@itsthom @mullbot @moshpitson @withabang normally there's a knob down the bottom for tension. Might be troublesome. Pulled it apart?	not_relevant
295443697221394432	I can't get Over how insane this all is..	not_relevant
295362913156358144	'motorists' is now trending in #Brisbane http://t.co/XLYcmGe6	not_relevant
297097328781836288	@johnnyboy363636 becoming a street girl that should read	not_relevant
295890751081025536	@CLeeds24 it's weird @odemwingiep is a good finisher but since Lukaku has been on loan there he's shown how one dimensional Odemwingie is	not_relevant
296010622590660608	yep there it is I'm dead. http://t.co/L6rtldEo	not_relevant
296066761407746048	Oh so because Gillards boyfriend said it, it's a joke!! If Abbot said it she would want his resignation. http://t.co/3LbXvSA3	not_relevant
296370696139968512	I just ousted @ahmaszain as the mayor of Aviation Australia on @foursquare! http://t.co/TLbU9Vi7	not_relevant
297300661043859456	Just a thought @Energex After recent events, wouldn't you rather NOT put powerlines on the Logan River? Future mistakes! @VetoEnergex	not_relevant
296520521963675648	@real_cktang haha no cos u keep playing in the car!	not_relevant
296913915655376896	@livefromDarwin canned humour as usual	not_relevant
296357199876329472	No one stabbed overnight. Although everyone was in scattered motels etc.	not_relevant
296532434772713472	Lol i wanna watch this now :( RT @Sasha2012: Hey not air Marshall John wanna go back in the restroom and not rest. #bridesmaids	not_relevant
295872795328532480	RT @TenLateNews: Tony Abbott says Labor may seek new Queensland flood levy http://t.co/T3DVXAJ7 @mattdoran22	not_relevant
296942491008131072	I will take Jerry rice EVERYDAY over randy moss!	not_relevant
295830616660905984	Take me back to when I had the world.	not_relevant
295479541986635777	@gazgshore I never buy apps. You should be happy http://t.co/2vvf3uie	not_relevant
296953138185920512	All packed! See u soon, jakarta! #holiday #getaway  @ Orange Grove Rd - Bosworth Street - 55 http://t.co/3laq7nCY	not_relevant
296221086671065090	@labby_onair as long as BWS doesn't run out if beer. That's when we need to worry.	not_relevant
297270727214784512	AND I HAVE TO LEARN ACOUSTIC GUITAR GOD DAMMIT	not_relevant
296465039802646528	@simultech @jimmyti @invig Reasonable. But I dont regret it, my Retina Pro is still the best Mac Ive owned.	not_relevant
295342242632192000	@randomknits @gilmae I know. It was 20mins away. Also one just up the road from me. Very lucky	not_relevant
296593690439348226	Yep! RT @PiscesAreUs: #Pisces are sexually fluid and are willing to try anything once. More often if they liked it.	not_relevant
295328979647340544	@johngilbank back better then ever after brain surgery 2 cut out tumour in dec. vision casting &amp; inspiring us 4 the future. #C3Mackay	not_relevant
296896419049111552	Rudy Gay has been traded to the raptors!! There goes the grizzlies chances #wtf #rudygay	not_relevant
